segment_id,s_m,x_m,y_m,z_m,yaw_rad,seed_index,position_error_m,normal_error_deg,ik_success,failure_reason,collision_link,iterations
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,0,0.2628660186397626,31.609535462012207,0,IK_POSITION_ERROR,,10
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,1,0.25734922093993917,31.876787021091996,0,IK_POSITION_ERROR,,12
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,2,0.246600147068089,29.468740515774687,0,IK_POSITION_ERROR,,16
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,3,0.1849306750892685,57.70137286986502,0,IK_POSITION_ERROR,,12
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,4,0.24225052107364822,52.74590548195596,0,IK_POSITION_ERROR,,12
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,5,0.4382359028846218,168.36580829007863,0,IK_POSITION_ERROR,,27
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,6,0.1661252195846115,49.1259052597552,0,IK_POSITION_ERROR,,62
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,7,0.32055349808666384,98.24756749327312,0,IK_POSITION_ERROR,,15
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,8,0.4723440507463825,158.8796669913283,0,IK_POSITION_ERROR,,420
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,9,0.14448091975222965,50.318283278927346,0,IK_POSITION_ERROR,,14
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,10,0.1863909368038838,53.017022577917075,0,IK_POSITION_ERROR,,37
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,11,0.18483963743402845,73.39023805198059,0,IK_POSITION_ERROR,,15
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,12,0.27351781518776147,49.291984244699904,0,IK_POSITION_ERROR,,49
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,13,0.1799737988701996,92.71177919891865,0,IK_POSITION_ERROR,,38
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,14,0.1610002878677172,78.5710655639633,0,IK_POSITION_ERROR,,36
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,15,0.32203351356763704,106.18508295589643,0,IK_POSITION_ERROR,,16
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,16,0.17993264062990239,43.91742025720732,0,IK_POSITION_ERROR,,42
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,17,0.4386642222861465,154.7011615193694,0,IK_POSITION_ERROR,,99
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,18,0.3286767104628081,110.08896534612286,0,IK_POSITION_ERROR,,5
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,19,0.19294544581048098,55.09006338519968,0,IK_POSITION_ERROR,,38
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,20,0.23548537760753588,67.13551779023392,0,IK_POSITION_ERROR,,25
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,21,0.26216949239193854,102.90853881032233,0,IK_POSITION_ERROR,,14
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,22,0.2891862009945372,73.28096388221996,0,IK_POSITION_ERROR,,42
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,23,0.276012750083176,71.6823004865209,0,IK_POSITION_ERROR,,30
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,24,0.1948427308557088,78.21880285260767,0,IK_POSITION_ERROR,,35
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,25,0.26999579443689375,54.570277434471265,0,IK_POSITION_ERROR,,32
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,26,0.23452383126742146,119.27259806746012,0,IK_POSITION_ERROR,,11
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,27,0.2568226511783274,27.55307237208606,0,IK_POSITION_ERROR,,3
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,28,0.2596888851505728,27.436465585011195,0,IK_POSITION_ERROR,,3
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.0,29,0.25809195266733026,25.9405044745618,0,IK_POSITION_ERROR,,3
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,0,0.2628660186397626,31.609535462012218,0,IK_POSITION_ERROR,,10
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,1,0.14448091975222965,50.31828327892736,0,IK_POSITION_ERROR,,0
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,2,0.25734922093993917,31.876787021092007,0,IK_POSITION_ERROR,,12
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,3,0.246600147068089,29.468740515774698,0,IK_POSITION_ERROR,,16
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,4,0.1849306750892685,57.70137286986503,0,IK_POSITION_ERROR,,12
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,5,0.24225052107364822,52.745905481955965,0,IK_POSITION_ERROR,,12
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,6,0.4382359028846218,168.36580829007863,0,IK_POSITION_ERROR,,27
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,7,0.1661252195846115,49.12590525975521,0,IK_POSITION_ERROR,,62
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,8,0.32055349808666384,98.24756749327314,0,IK_POSITION_ERROR,,15
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,9,0.47234405368856713,158.8796691490319,0,IK_POSITION_ERROR,,420
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,10,0.14448091975222965,50.31828327892736,0,IK_POSITION_ERROR,,14
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,11,0.1863909368038838,53.01702257791708,0,IK_POSITION_ERROR,,37
55,0.0,0.06999982686116368,-2.0730049044290056e-10,1.1219999082207226,0.19634954084936207,12,0.18483963743402845,73.39023805198059,0,IK_POSITION_ERROR,,15
